activity_id,user_id,steps,minutes_meditated,activity_type,date,calories_burned,gym_visit,week
5347,996,10528,18,Meditação,2024-02-25,15.39,False,8
5348,23,17619,20,Caminhada,2024-05-10,269.72,False,19
5349,47,999,55,Crossfit,2024-06-24,816.97,True,26
5350,525,3760,34,Caminhada,2024-10-31,65.17,False,44
5351,729,4116,14,Bike Indoor,2023-08-23,684.42,True,34
5352,834,4411,47,Meditação,2023-10-05,37.72,False,40
5353,706,10362,13,Meditação,2023-04-12,16.07,False,15
5354,144,11113,28,Meditação,2024-04-03,48.77,False,14
5355,585,3683,4,Corrida,2023-08-20,546.16,True,33
5356,668,18645,57,Meditação,2023-10-01,49.38,False,39
5357,589,14982,48,Caminhada,2023-12-31,75.82,False,52
5358,419,1853,17,Bike Indoor,2024-04-22,363.99,True,17
5359,681,13079,50,Caminhada,2024-04-12,214.35,False,15
5360,973,6895,0,Caminhada,2024-09-16,55.54,False,38
5361,799,19374,26,Caminhada,2024-10-12,54.67,False,41
5362,85,12935,59,Caminhada,2023-10-01,248.0,False,39
5363,416,12552,26,Meditação,2023-11-24,16.71,False,47
5364,694,16053,24,Meditação,2023-07-03,46.75,False,27
5365,482,862,40,Caminhada,2023-07-13,156.47,False,28
5366,456,4527,20,Crossfit,2023-09-29,936.83,True,39
5367,827,12247,13,Caminhada,2023-10-27,154.44,False,43
5368,297,17603,51,Corrida,2024-08-06,612.09,True,32
5369,112,3795,52,Bike Indoor,2023-07-15,426.61,True,28
5370,962,12796,19,Caminhada,2023-11-27,214.52,False,48
5371,230,12734,27,Corrida,2024-04-30,527.28,True,18
5372,96,527,20,Meditação,2024-09-11,18.93,False,37
5373,950,2922,22,Meditação,2024-05-13,13.24,False,20
5374,680,5849,10,Caminhada,2024-02-04,64.42,False,5
5375,378,17546,55,Crossfit,2024-02-01,652.99,True,5
5376,156,12956,1,Meditação,2023-04-10,39.46,False,15
5377,421,17230,19,Caminhada,2023-03-22,101.41,False,12
5378,105,6959,23,Caminhada,2023-01-17,124.81,False,3
5379,705,3086,54,Crossfit,2023-07-31,952.59,True,31
5380,330,9962,24,Caminhada,2023-05-06,209.79,False,18
5381,439,19667,36,Caminhada,2024-09-29,279.93,False,39
5382,132,15419,21,Meditação,2023-05-10,46.45,False,19
5383,867,3323,58,Crossfit,2024-10-18,531.71,True,42
5384,382,445,23,Caminhada,2024-06-18,288.75,False,25
5385,138,17409,14,Caminhada,2023-08-02,62.79,False,31
5386,943,9963,11,Crossfit,2023-05-09,962.81,True,19
5387,843,17743,45,Caminhada,2024-06-07,186.68,False,23
5388,270,15437,30,Bike Indoor,2024-10-14,513.28,True,42
5389,550,16855,42,Corrida,2024-04-06,685.31,True,14
5390,396,16411,30,Crossfit,2023-02-26,939.61,True,8
5391,557,10847,52,Caminhada,2024-08-20,204.25,False,34
5392,913,3236,29,Meditação,2023-10-01,27.02,False,39
5393,464,13487,40,Caminhada,2024-09-06,77.97,False,36
5394,675,11848,19,Corrida,2023-12-05,715.68,True,49
5395,450,13155,7,Corrida,2023-05-23,451.32,True,21
5396,331,11255,43,Caminhada,2024-02-27,231.59,False,9
5397,253,1979,29,Bike Indoor,2023-11-30,511.17,True,48
5398,681,9007,34,Crossfit,2024-11-18,692.92,True,47
5399,963,2326,20,Caminhada,2023-05-13,203.25,False,19
5400,285,2330,46,Caminhada,2023-09-21,243.09,False,38
5401,274,1002,39,Caminhada,2023-05-27,285.28,False,21
5402,20,9734,57,Meditação,2024-03-11,20.59,False,11
5403,239,6448,27,Corrida,2023-01-12,778.85,True,2
5404,270,6837,38,Corrida,2023-02-24,784.38,True,8
5405,418,12396,16,Caminhada,2023-08-18,253.41,False,33
5406,945,7354,11,Caminhada,2023-05-02,270.36,False,18
5407,310,14251,51,Meditação,2023-08-21,37.7,False,34
5408,31,2529,49,Crossfit,2023-06-11,519.55,True,23
5409,826,13209,17,Bike Indoor,2024-08-16,530.03,True,33
5410,104,17814,46,Bike Indoor,2024-07-12,598.88,True,28
5411,682,3912,54,Bike Indoor,2024-05-14,676.68,True,20
5412,186,17916,27,Caminhada,2024-11-02,192.61,False,44
5413,128,18276,59,Meditação,2023-06-28,41.77,False,26
5414,210,11316,2,Corrida,2023-12-28,682.02,True,52
5415,414,1421,50,Caminhada,2023-07-27,120.2,False,30
5416,281,13510,14,Bike Indoor,2024-07-05,361.89,True,27
5417,959,19202,15,Caminhada,2024-03-07,237.73,False,10
5418,253,11152,21,Bike Indoor,2024-03-31,393.51,True,13
5419,19,5617,53,Bike Indoor,2024-05-18,397.88,True,20
5420,712,1195,48,Bike Indoor,2023-06-03,557.58,True,22
5421,732,6229,30,Corrida,2023-12-04,715.63,True,49
5422,136,5305,30,Meditação,2023-10-20,33.29,False,42
5423,223,8077,0,Bike Indoor,2024-03-11,653.99,True,11
5424,3,15880,10,Caminhada,2024-01-31,102.86,False,5
5425,963,9345,5,Crossfit,2023-06-15,626.21,True,24
5426,236,17226,22,Caminhada,2024-03-27,209.24,False,13
5427,854,5200,8,Crossfit,2024-06-19,914.68,True,25
5428,465,9874,51,Caminhada,2024-02-05,184.84,False,6
5429,228,294,15,Caminhada,2023-04-25,52.6,False,17
5430,913,6097,57,Caminhada,2023-12-17,219.24,False,50
5431,654,6412,37,Corrida,2023-09-17,725.43,True,37
5432,499,8836,43,Meditação,2023-08-14,21.06,False,33
5433,521,11825,18,Caminhada,2024-09-05,63.55,False,36
5434,702,6678,44,Caminhada,2024-04-30,179.49,False,18
5435,862,15735,12,Meditação,2023-05-11,11.69,False,19
5436,917,5743,58,Caminhada,2023-09-21,154.0,False,38
5437,972,16494,31,Bike Indoor,2024-06-07,307.13,True,23
5438,677,8775,35,Caminhada,2023-06-30,106.24,False,26
5439,992,11417,8,Bike Indoor,2023-12-15,455.53,True,50
5440,139,9678,45,Caminhada,2024-04-15,77.93,False,16
5441,276,4864,45,Meditação,2023-06-10,14.57,False,23
5442,291,13467,48,Bike Indoor,2023-04-24,630.82,True,17
5443,53,1648,36,Caminhada,2023-01-18,60.36,False,3
5444,687,15677,30,Meditação,2023-04-14,37.56,False,15
5445,110,15918,30,Meditação,2023-07-05,42.58,False,27
5446,715,2381,58,Caminhada,2023-12-08,82.68,False,49
5447,948,16489,54,Bike Indoor,2024-04-06,378.15,True,14
5448,648,11745,18,Bike Indoor,2024-08-27,556.6,True,35
5449,4,5818,1,Bike Indoor,2023-05-23,426.26,True,21
5450,667,9886,44,Caminhada,2024-10-16,169.11,False,42
5451,684,381,31,Caminhada,2024-09-03,259.0,False,36
5452,936,4356,42,Caminhada,2024-03-28,84.5,False,13
5453,870,5918,33,Bike Indoor,2024-03-26,547.86,True,13
5454,47,1316,0,Meditação,2023-03-03,47.7,False,9
5455,94,5454,20,Meditação,2024-08-18,12.3,False,33
5456,940,13107,2,Crossfit,2023-10-03,530.0,True,40
5457,560,4074,26,Caminhada,2024-11-09,188.69,False,45
5458,752,14811,43,Corrida,2023-10-22,784.03,True,42
5459,859,17290,6,Caminhada,2023-05-09,105.12,False,19
5460,213,7621,32,Crossfit,2023-12-30,665.4,True,52
5461,436,17046,8,Meditação,2023-03-08,13.95,False,10
5462,852,16126,29,Corrida,2023-02-16,544.9,True,7
5463,508,8654,17,Caminhada,2024-01-09,61.08,False,2
5464,836,12872,55,Meditação,2024-10-21,25.56,False,43
5465,651,17326,25,Meditação,2023-05-17,32.22,False,20
5466,205,14951,19,Corrida,2023-04-05,790.0,True,14
5467,381,8349,37,Corrida,2023-08-26,727.36,True,34
5468,73,19693,40,Caminhada,2023-02-04,255.52,False,5
5469,516,17710,54,Bike Indoor,2023-10-23,391.26,True,43
5470,76,10909,30,Bike Indoor,2024-05-06,334.89,True,19
5471,841,10760,7,Caminhada,2023-09-15,200.77,False,37
5472,77,11584,22,Caminhada,2024-01-22,180.28,False,4
5473,816,2106,49,Corrida,2023-09-27,606.6,True,39
5474,768,13669,24,Meditação,2023-11-20,14.36,False,47
5475,410,2938,46,Caminhada,2023-02-16,173.47,False,7
5476,614,2483,0,Caminhada,2024-08-28,87.59,False,35
5477,106,1375,45,Caminhada,2024-11-24,155.53,False,47
5478,845,10015,17,Bike Indoor,2024-05-01,324.87,True,18
5479,551,16628,18,Meditação,2024-07-16,44.28,False,29
5480,476,18732,50,Meditação,2024-02-15,10.53,False,7
5481,826,15060,41,Caminhada,2023-05-05,284.83,False,18
5482,275,16863,51,Meditação,2023-07-31,44.52,False,31
5483,88,10654,52,Caminhada,2024-01-04,238.15,False,1
5484,723,18319,5,Corrida,2023-09-23,793.02,True,38
5485,881,14253,16,Caminhada,2023-05-15,63.45,False,20
5486,77,11565,45,Crossfit,2023-11-11,820.8,True,45
5487,77,87,44,Meditação,2023-10-27,43.97,False,43
5488,442,9432,7,Meditação,2023-10-25,15.06,False,43
5489,540,8764,53,Caminhada,2023-10-06,196.19,False,40
5490,245,178,41,Bike Indoor,2024-01-09,457.57,True,2
5491,578,16546,8,Crossfit,2024-05-02,717.91,True,18
5492,778,2640,36,Caminhada,2023-03-03,278.13,False,9
5493,382,9197,54,Caminhada,2023-02-23,184.66,False,8
5494,982,18732,26,Bike Indoor,2023-12-04,337.3,True,49
5495,717,2421,35,Caminhada,2024-01-10,284.3,False,2
5496,570,10947,5,Bike Indoor,2024-04-18,374.08,True,16
5497,713,1217,5,Caminhada,2023-04-22,273.16,False,16
5498,737,2474,44,Bike Indoor,2023-09-26,688.37,True,39
5499,142,929,3,Bike Indoor,2023-11-20,651.13,True,47
5500,893,7958,21,Caminhada,2024-09-10,219.28,False,37
5501,368,1502,39,Bike Indoor,2024-11-10,597.42,True,45
5502,84,420,26,Meditação,2024-08-08,37.99,False,32
5503,143,13580,36,Caminhada,2024-08-26,165.13,False,35
5504,352,15840,1,Meditação,2023-03-26,20.98,False,12
5505,545,5830,8,Meditação,2024-01-07,21.4,False,1
5506,913,17833,10,Caminhada,2023-03-16,232.79,False,11
5507,152,5811,19,Corrida,2024-08-18,650.41,True,33
5508,158,8619,51,Bike Indoor,2024-05-22,533.95,True,21
5509,446,13527,42,Caminhada,2023-08-16,213.15,False,33
5510,653,16223,38,Crossfit,2024-08-17,887.39,True,33
5511,958,106,57,Meditação,2024-01-29,39.93,False,5
5512,763,4049,13,Bike Indoor,2023-01-15,342.16,True,2
5513,303,8289,25,Caminhada,2023-06-30,140.76,False,26
5514,624,1903,37,Crossfit,2024-05-22,631.98,True,21
5515,656,19954,29,Crossfit,2023-12-04,769.12,True,49
5516,450,11493,35,Bike Indoor,2023-09-20,324.57,True,38
5517,721,5376,37,Caminhada,2023-03-19,240.62,False,11
5518,224,42,34,Caminhada,2023-08-17,76.63,False,33
5519,43,1577,54,Meditação,2023-01-30,20.86,False,5
5520,264,12382,5,Caminhada,2024-01-09,245.69,False,2
5521,756,5885,2,Meditação,2023-06-04,12.06,False,22
5522,3,8576,0,Bike Indoor,2023-07-04,564.08,True,27
5523,637,13106,59,Crossfit,2024-03-23,962.24,True,12
5524,268,11663,57,Meditação,2024-03-22,34.71,False,12
5525,596,3577,52,Caminhada,2024-03-07,228.16,False,10
5526,16,19622,57,Crossfit,2023-06-18,896.13,True,24
5527,334,16142,17,Corrida,2023-03-22,488.9,True,12
5528,464,5244,22,Meditação,2023-07-29,33.24,False,30
5529,59,2134,31,Caminhada,2023-09-16,127.26,False,37
5530,177,3892,28,Bike Indoor,2024-07-02,399.8,True,27
5531,63,4321,22,Crossfit,2023-10-13,596.23,True,41
5532,958,5776,35,Caminhada,2023-02-23,196.36,False,8
5533,561,10584,5,Bike Indoor,2024-04-13,617.81,True,15
5534,307,16119,16,Bike Indoor,2024-01-04,650.36,True,1
5535,246,5828,17,Meditação,2023-04-10,27.14,False,15
5536,289,295,30,Crossfit,2024-08-19,686.45,True,34
5537,798,413,5,Meditação,2024-08-20,37.49,False,34
5538,955,10187,33,Bike Indoor,2024-07-28,612.14,True,30
5539,332,14316,43,Bike Indoor,2024-03-22,401.33,True,12
5540,527,6668,43,Caminhada,2023-07-11,124.32,False,28
5541,850,15344,26,Bike Indoor,2024-02-18,513.36,True,7
5542,255,8195,35,Crossfit,2024-04-26,722.19,True,17
5543,604,16561,47,Corrida,2023-04-03,682.32,True,14
5544,510,4354,51,Meditação,2023-09-10,30.18,False,36
5545,791,5482,41,Caminhada,2024-10-11,77.9,False,41
5546,718,16076,24,Corrida,2024-07-14,466.38,True,28
5547,606,15376,9,Bike Indoor,2024-09-24,660.76,True,39
5548,737,3271,38,Corrida,2023-02-08,490.96,True,6
5549,813,10674,45,Caminhada,2024-06-29,62.52,False,26
5550,830,5392,38,Meditação,2023-12-24,39.26,False,51
5551,463,16673,11,Caminhada,2023-01-09,221.0,False,2
5552,199,14309,10,Crossfit,2023-07-07,800.04,True,27
5553,271,16791,48,Corrida,2024-08-30,600.9,True,35
5554,746,693,42,Bike Indoor,2024-10-06,687.83,True,40
5555,558,1169,52,Caminhada,2024-11-05,79.96,False,45
5556,64,8623,2,Caminhada,2023-05-19,177.54,False,20
5557,230,7782,50,Bike Indoor,2023-10-25,525.62,True,43
5558,942,13856,21,Bike Indoor,2023-03-21,309.0,True,12
5559,952,9174,3,Bike Indoor,2024-08-25,464.8,True,34
5560,249,11352,7,Meditação,2023-09-13,41.31,False,37
5561,246,19428,13,Meditação,2024-10-21,28.84,False,43
5562,940,5530,19,Caminhada,2023-06-28,268.82,False,26
5563,587,4992,23,Bike Indoor,2023-09-14,557.92,True,37
5564,157,3312,13,Meditação,2023-08-06,40.64,False,31
5565,735,13065,27,Corrida,2023-09-24,721.79,True,38
5566,702,4318,15,Bike Indoor,2023-11-13,575.8,True,46
5567,985,14059,31,Meditação,2024-08-13,39.98,False,33
5568,564,1688,46,Caminhada,2024-11-09,223.83,False,45
5569,950,467,11,Corrida,2024-09-07,620.19,True,36
5570,88,9537,15,Caminhada,2023-10-11,191.63,False,41
5571,313,2422,51,Meditação,2023-12-11,17.6,False,50
5572,851,14604,18,Corrida,2023-03-16,730.98,True,11
5573,66,4721,4,Bike Indoor,2023-12-02,424.85,True,48
5574,662,9203,11,Bike Indoor,2024-08-04,514.29,True,31
5575,20,7541,28,Caminhada,2023-12-29,112.39,False,52
5576,33,9869,4,Crossfit,2023-07-09,847.93,True,27
5577,840,14785,41,Caminhada,2024-04-16,293.79,False,16
5578,793,13679,57,Caminhada,2023-04-16,250.49,False,15
5579,558,12542,16,Caminhada,2023-03-11,204.77,False,10
5580,73,17870,46,Caminhada,2024-06-05,191.88,False,23
5581,866,14461,7,Corrida,2023-08-02,595.91,True,31
5582,825,11038,39,Bike Indoor,2024-05-31,381.99,True,22
5583,343,12252,39,Bike Indoor,2023-01-28,439.2,True,4
5584,133,9770,29,Corrida,2023-11-11,562.56,True,45
5585,55,3749,9,Caminhada,2024-05-21,286.14,False,21
5586,61,11817,19,Caminhada,2023-08-24,156.4,False,34
5587,857,2503,44,Bike Indoor,2023-04-02,534.48,True,13
5588,520,7855,15,Bike Indoor,2023-12-29,668.97,True,52
5589,272,13378,40,Meditação,2023-02-07,30.74,False,6
5590,246,11329,15,Caminhada,2024-10-25,112.86,False,43
5591,176,11101,41,Meditação,2024-09-24,25.24,False,39
5592,628,16783,2,Caminhada,2024-05-05,143.88,False,18
5593,317,12149,22,Caminhada,2024-11-13,228.68,False,46
5594,783,14619,21,Caminhada,2023-04-20,124.03,False,16
5595,705,17923,56,Meditação,2023-05-24,39.21,False,21
5596,662,14985,27,Meditação,2024-07-31,45.57,False,31
5597,131,15026,45,Meditação,2023-07-16,23.44,False,28
5598,102,8428,44,Corrida,2023-02-15,454.14,True,7
5599,310,9119,35,Corrida,2023-05-29,655.42,True,22
5600,782,4124,3,Bike Indoor,2024-07-25,444.34,True,30
5601,292,18779,37,Corrida,2023-05-18,613.59,True,20
5602,722,16375,23,Corrida,2024-05-04,653.67,True,18
5603,495,449,18,Meditação,2024-02-06,26.31,False,6
5604,361,16763,10,Meditação,2024-08-24,46.99,False,34
5605,338,15034,39,Corrida,2024-11-11,559.85,True,46
5606,579,9442,45,Bike Indoor,2024-09-16,422.95,True,38
5607,10,12643,39,Caminhada,2023-12-07,271.42,False,49
5608,49,2301,45,Bike Indoor,2024-07-31,354.52,True,31
5609,487,7710,54,Caminhada,2023-10-29,81.05,False,43
5610,623,5792,38,Meditação,2023-04-28,47.43,False,17
5611,321,9659,52,Caminhada,2023-05-31,102.24,False,22
5612,731,7216,17,Caminhada,2023-06-16,87.11,False,24
5613,569,11712,11,Caminhada,2024-08-29,183.79,False,35
5614,795,4905,13,Corrida,2024-02-29,418.72,True,9
5615,971,15766,46,Caminhada,2024-03-12,205.0,False,11
5616,625,5999,17,Caminhada,2024-09-23,163.23,False,39
5617,133,16983,43,Caminhada,2023-03-15,210.1,False,11
5618,583,7288,41,Bike Indoor,2023-12-28,413.57,True,52
5619,83,11266,11,Corrida,2023-04-06,762.19,True,14
5620,57,15586,39,Caminhada,2023-10-19,117.65,False,42
5621,376,1567,26,Caminhada,2023-06-26,209.39,False,26
5622,349,15110,5,Meditação,2023-01-27,47.8,False,4
5623,271,16082,23,Bike Indoor,2023-11-01,460.32,True,44
5624,483,1094,50,Caminhada,2023-07-24,90.36,False,30
5625,111,11135,32,Meditação,2024-07-31,12.74,False,31
5626,869,13508,44,Meditação,2024-10-23,48.52,False,43
5627,887,12345,53,Meditação,2024-11-09,40.55,False,45
5628,76,9684,15,Corrida,2023-08-08,767.58,True,32
5629,158,6191,49,Caminhada,2023-10-27,224.71,False,43
5630,532,17842,11,Caminhada,2023-09-15,135.61,False,37
5631,933,8046,30,Crossfit,2023-08-28,561.51,True,35
5632,643,4934,56,Crossfit,2023-08-17,964.65,True,33
5633,329,14038,36,Caminhada,2024-04-18,172.4,False,16
5634,122,1354,52,Corrida,2023-06-05,558.6,True,23
5635,41,6473,12,Bike Indoor,2023-08-06,531.12,True,31
5636,167,12794,57,Caminhada,2024-04-09,76.64,False,15
5637,922,2963,7,Meditação,2023-07-14,22.37,False,28
5638,642,14503,37,Caminhada,2023-09-27,209.47,False,39
5639,23,3042,2,Caminhada,2024-06-11,75.03,False,24
5640,279,6973,56,Caminhada,2024-07-16,83.81,False,29
5641,763,7139,57,Bike Indoor,2023-12-22,504.24,True,51
5642,469,11226,19,Crossfit,2024-06-23,811.73,True,25
5643,400,6930,57,Meditação,2024-04-20,17.48,False,16
5644,9,14762,3,Meditação,2024-07-18,11.32,False,29
5645,13,18116,43,Meditação,2023-11-04,48.33,False,44
5646,924,5340,44,Bike Indoor,2024-09-19,311.0,True,38
5647,923,5111,1,Crossfit,2024-02-13,501.03,True,7
5648,819,3081,50,Meditação,2024-03-16,22.93,False,11
5649,832,7802,35,Bike Indoor,2024-06-04,388.98,True,23
5650,52,9462,22,Meditação,2024-06-06,32.94,False,23
5651,209,15580,44,Crossfit,2024-04-29,947.1,True,18
5652,550,17913,18,Caminhada,2024-09-10,170.28,False,37
5653,612,17465,39,Caminhada,2023-09-15,243.33,False,37
5654,705,7994,7,Meditação,2024-11-24,46.37,False,47
5655,402,3531,15,Corrida,2023-06-19,475.76,True,25
5656,191,9343,57,Bike Indoor,2024-04-05,495.32,True,14
5657,51,716,42,Corrida,2024-10-12,656.83,True,41
5658,393,6229,17,Caminhada,2023-04-21,132.97,False,16
5659,653,16588,35,Meditação,2024-08-26,39.59,False,35
5660,680,12021,23,Meditação,2023-08-08,38.21,False,32
5661,823,11301,0,Bike Indoor,2023-01-05,468.44,True,1
5662,621,4094,0,Crossfit,2024-06-15,543.98,True,24
5663,719,9524,45,Crossfit,2024-09-04,505.78,True,36
5664,939,10041,35,Bike Indoor,2023-10-22,447.74,True,42
5665,300,8103,10,Bike Indoor,2024-04-02,332.83,True,14
5666,622,18402,17,Corrida,2024-10-30,712.65,True,44
5667,196,15090,15,Meditação,2024-05-27,23.37,False,22
5668,417,15915,16,Crossfit,2023-07-31,833.05,True,31
5669,664,8709,23,Corrida,2023-04-29,538.55,True,17
5670,420,1438,33,Meditação,2024-01-20,41.84,False,3
5671,755,18436,3,Crossfit,2023-09-17,944.21,True,37
5672,640,15029,34,Meditação,2024-02-03,43.5,False,5
5673,617,4517,14,Caminhada,2023-06-24,171.12,False,25
5674,522,18696,1,Bike Indoor,2024-02-18,333.58,True,7
5675,356,10905,55,Caminhada,2023-05-14,142.93,False,19
5676,148,1244,50,Meditação,2023-04-12,26.98,False,15
5677,365,2416,30,Corrida,2024-01-20,784.1,True,3
5678,364,15293,8,Caminhada,2024-03-30,191.37,False,13
5679,971,6490,9,Caminhada,2023-03-03,210.21,False,9
5680,652,11683,52,Bike Indoor,2024-07-19,612.8,True,29
5681,702,5839,24,Meditação,2023-01-07,32.73,False,1
5682,402,14850,50,Meditação,2024-05-29,33.94,False,22
5683,606,12170,59,Meditação,2023-11-28,19.81,False,48
5684,492,11967,4,Caminhada,2024-01-14,64.72,False,2
5685,229,5009,13,Caminhada,2024-03-20,230.35,False,12
5686,575,17966,41,Corrida,2023-12-01,739.47,True,48
5687,852,14312,47,Caminhada,2024-04-12,153.0,False,15
5688,537,8924,37,Meditação,2024-10-22,31.96,False,43
5689,268,15921,56,Corrida,2023-10-15,522.91,True,41
5690,405,18811,39,Crossfit,2023-01-12,725.11,True,2
5691,793,5721,1,Caminhada,2023-04-14,102.22,False,15
5692,11,8423,17,Bike Indoor,2024-09-14,603.95,True,37
5693,320,4930,28,Crossfit,2023-09-20,745.96,True,38
5694,713,4353,52,Bike Indoor,2024-03-10,518.86,True,10
5695,126,7832,52,Crossfit,2023-06-22,518.54,True,25
5696,306,16786,52,Meditação,2024-08-29,34.9,False,35
5697,702,16448,19,Caminhada,2023-11-17,100.66,False,46
5698,511,18621,7,Meditação,2023-02-14,25.34,False,7
5699,89,7770,58,Bike Indoor,2024-06-29,465.09,True,26
5700,355,16556,36,Bike Indoor,2023-07-30,479.49,True,30
5701,628,15094,48,Caminhada,2024-02-21,106.86,False,8
5702,352,7935,47,Caminhada,2023-09-21,262.53,False,38
5703,689,2675,25,Corrida,2023-10-28,571.14,True,43
5704,14,11240,36,Caminhada,2024-03-31,203.03,False,13
5705,257,4005,48,Caminhada,2023-08-14,203.48,False,33
5706,209,6544,3,Crossfit,2023-04-14,803.49,True,15
5707,281,17332,32,Meditação,2023-08-09,32.37,False,32
5708,443,14388,21,Caminhada,2023-11-30,255.66,False,48
5709,840,14959,5,Meditação,2024-02-22,42.5,False,8
5710,837,1694,32,Bike Indoor,2023-10-28,466.86,True,43
5711,389,14753,27,Meditação,2024-09-26,35.43,False,39
5712,617,16526,23,Corrida,2024-04-29,441.13,True,18
5713,483,6001,3,Caminhada,2024-04-01,72.69,False,14
5714,147,6652,1,Bike Indoor,2024-03-11,491.97,True,11
5715,279,14985,12,Caminhada,2024-01-29,275.05,False,5
5716,521,4581,45,Meditação,2023-02-12,36.0,False,6
5717,630,5087,48,Crossfit,2023-07-29,834.61,True,30
5718,606,1460,10,Caminhada,2023-01-11,89.42,False,2
5719,434,3887,34,Bike Indoor,2023-08-04,481.32,True,31
5720,144,14878,38,Caminhada,2023-06-13,150.2,False,24
5721,289,8484,9,Caminhada,2023-08-13,245.74,False,32
5722,386,9835,42,Bike Indoor,2023-09-03,355.13,True,35
5723,14,15643,9,Bike Indoor,2024-10-19,515.68,True,42
5724,257,10910,7,Caminhada,2023-01-16,277.84,False,3
5725,346,17221,4,Corrida,2023-07-13,756.98,True,28
5726,698,5846,22,Caminhada,2023-01-09,263.08,False,2
5727,345,8463,33,Caminhada,2024-05-28,143.75,False,22
5728,400,13336,59,Caminhada,2023-10-20,285.28,False,42
5729,207,2369,59,Caminhada,2023-03-25,251.33,False,12
5730,858,13992,46,Caminhada,2023-07-28,262.79,False,30
5731,943,19558,31,Crossfit,2023-02-27,966.18,True,9
5732,172,882,15,Meditação,2024-05-26,47.48,False,21
5733,464,3171,3,Meditação,2024-09-09,19.6,False,37
5734,270,2040,53,Corrida,2024-10-09,451.08,True,41
5735,221,6372,59,Meditação,2023-11-27,37.63,False,48
5736,152,7562,27,Caminhada,2024-04-05,190.8,False,14
5737,623,11776,47,Caminhada,2024-08-11,131.86,False,32
5738,183,5900,43,Caminhada,2023-11-21,221.11,False,47
5739,399,7965,59,Meditação,2023-07-29,12.48,False,30
5740,851,8465,13,Caminhada,2023-05-05,61.8,False,18
5741,72,589,11,Bike Indoor,2024-11-22,441.72,True,47
5742,418,5063,59,Bike Indoor,2024-04-06,377.54,True,14
5743,898,18374,20,Crossfit,2023-10-17,859.28,True,42
5744,283,16240,47,Crossfit,2023-08-02,974.01,True,31
5745,74,1258,15,Caminhada,2024-03-07,215.41,False,10
5746,355,13598,53,Caminhada,2023-04-07,213.7,False,14
5747,727,2866,43,Bike Indoor,2023-09-06,302.64,True,36
5748,497,16955,1,Caminhada,2024-05-17,178.07,False,20
5749,328,8736,22,Caminhada,2024-06-08,254.28,False,23
5750,988,12704,55,Bike Indoor,2024-05-19,561.65,True,20
5751,535,637,28,Meditação,2023-04-01,19.11,False,13
5752,580,4882,45,Crossfit,2024-07-29,924.24,True,31
5753,910,15828,42,Meditação,2023-06-16,48.58,False,24
5754,447,3672,8,Corrida,2023-09-08,511.6,True,36
5755,373,12329,53,Crossfit,2024-03-22,603.55,True,12
5756,362,14967,6,Caminhada,2023-07-05,134.63,False,27
5757,93,4711,28,Bike Indoor,2023-09-06,325.26,True,36
5758,321,13235,43,Bike Indoor,2023-12-06,649.37,True,49
5759,324,159,16,Bike Indoor,2024-03-21,671.72,True,12
5760,384,10144,8,Meditação,2023-05-18,35.33,False,20
5761,575,14793,5,Meditação,2023-04-19,40.57,False,16
5762,736,9923,43,Meditação,2024-02-21,36.75,False,8
5763,737,5938,19,Caminhada,2024-03-01,144.34,False,9
5764,881,11354,9,Corrida,2023-02-13,652.82,True,7
5765,346,9924,8,Meditação,2023-12-08,43.45,False,49
5766,849,580,11,Caminhada,2023-07-20,252.48,False,29
5767,103,4474,32,Caminhada,2024-01-13,70.26,False,2
5768,215,9941,31,Corrida,2023-04-14,585.04,True,15
5769,192,7073,33,Bike Indoor,2024-04-02,458.93,True,14
5770,672,9662,18,Crossfit,2024-02-19,876.0,True,8
5771,884,5059,32,Crossfit,2024-09-23,750.69,True,39
5772,719,13457,47,Crossfit,2024-02-06,674.85,True,6
5773,781,4328,15,Bike Indoor,2024-01-25,582.54,True,4
5774,194,17778,49,Caminhada,2023-12-28,168.39,False,52
5775,380,921,49,Caminhada,2024-03-09,114.16,False,10
5776,403,2773,22,Bike Indoor,2024-01-18,656.17,True,3
5777,664,4462,25,Meditação,2023-01-28,14.52,False,4
5778,749,19818,44,Bike Indoor,2023-04-17,307.24,True,16
5779,600,6733,53,Meditação,2024-06-23,15.76,False,25
5780,11,11774,43,Bike Indoor,2023-07-05,365.46,True,27
5781,187,9310,40,Caminhada,2023-07-14,184.51,False,28
5782,726,1865,36,Caminhada,2023-05-26,206.22,False,21
5783,15,17108,8,Crossfit,2024-11-19,724.31,True,47
5784,778,711,29,Caminhada,2023-05-08,101.04,False,19
5785,297,7710,12,Bike Indoor,2023-04-16,352.88,True,15
5786,411,13446,47,Bike Indoor,2024-02-20,496.86,True,8
5787,956,13394,59,Corrida,2023-12-18,626.19,True,51
5788,585,390,41,Crossfit,2024-01-18,651.98,True,3
5789,52,9262,15,Meditação,2023-12-15,18.82,False,50
5790,640,4487,45,Bike Indoor,2024-04-25,332.24,True,17
5791,28,10620,56,Caminhada,2023-11-10,56.56,False,45
5792,577,13570,1,Meditação,2024-06-06,14.23,False,23
5793,17,6066,30,Crossfit,2023-12-26,871.04,True,52
5794,351,4494,59,Bike Indoor,2023-11-17,437.61,True,46
5795,428,3572,56,Meditação,2024-01-19,11.1,False,3
5796,650,12670,50,Caminhada,2023-01-17,177.04,False,3
